locus_id,go_id,go_name
b4112,GO:0016772,"transferase activity, transferring phosphorus-containing groups"
b4112,GO:0018106,peptidyl-histidine phosphorylation
b4113,GO:0000156,phosphorelay response regulator activity
b4113,GO:0000160,phosphorelay signal transduction system
b4113,GO:0006355,"regulation of transcription, DNA-templated"
b4113,GO:0010041,response to iron(III) ion
b4114,GO:0005886,plasma membrane
b4114,GO:0009103,lipopolysaccharide biosynthetic process
b4114,GO:0009244,lipopolysaccharide core region biosynthetic process
b4114,GO:0016776,"phosphotransferase activity, phosphate group as acceptor"
b4115,GO:0003333,amino acid transmembrane transport
b4115,GO:0005886,plasma membrane
b4115,GO:0005887,integral component of plasma membrane
b4115,GO:0015181,arginine transmembrane transporter activity
b4115,GO:0015297,antiporter activity
b4115,GO:0051454,intracellular pH elevation
b4116,GO:0003700,DNA binding transcription factor activity
b4116,GO:0045893,"positive regulation of transcription, DNA-templated"
b4117,GO:0005829,cytosol
b4117,GO:0006527,arginine catabolic process
b4117,GO:0008792,arginine decarboxylase activity
b4117,GO:0030170,pyridoxal phosphate binding
b4117,GO:0051454,intracellular pH elevation
b4118,GO:0003677,DNA binding
b4118,GO:0006355,"regulation of transcription, DNA-templated"
b4119,GO:0004557,alpha-galactosidase activity
b4119,GO:0005515,protein binding
b4119,GO:0005829,cytosol
b4119,GO:0005995,melibiose catabolic process
b4119,GO:0030145,manganese ion binding
b4119,GO:0070403,NAD+ binding
b4120,GO:0005515,protein binding
b4120,GO:0005886,plasma membrane
b4120,GO:0005887,integral component of plasma membrane
b4120,GO:0015486,glycoside-pentoside-hexuronide:cation symporter activity
b4120,GO:0015487,melibiose:monovalent cation symporter activity
b4120,GO:0015592,methylgalactoside transmembrane transporter activity
b4120,GO:0015765,methylgalactoside transport
b4120,GO:0015769,melibiose transport
b4120,GO:0043887,melibiose:sodium symporter activity
b4121,GO:0005886,plasma membrane
b4122,GO:0004333,fumarate hydratase activity
b4122,GO:0005829,cytosol
b4122,GO:0006099,tricarboxylic acid cycle
b4122,GO:0006974,cellular response to DNA damage stimulus
b4122,GO:0042710,biofilm formation
b4122,GO:0047808,D(-)-tartrate dehydratase activity
b4122,GO:0051539,"4 iron, 4 sulfur cluster binding"
b4123,GO:0005469,succinate:fumarate antiporter activity
b4123,GO:0005886,plasma membrane
b4123,GO:0005887,integral component of plasma membrane
b4123,GO:0009061,anaerobic respiration
b4123,GO:0015556,C4-dicarboxylate transmembrane transporter activity
b4123,GO:0015740,C4-dicarboxylate transport
b4124,GO:0000160,phosphorelay signal transduction system
b4124,GO:0001140,"transcriptional activator activity, bacterial-type RNA polymerase proximal promoter sequence-specific DNA binding"
b4124,GO:0003677,DNA binding
b4124,GO:0006351,"transcription, DNA-templated"
b4124,GO:0045893,"positive regulation of transcription, DNA-templated"
b4125,GO:0000155,phosphorelay sensor kinase activity
b4125,GO:0000160,phosphorelay signal transduction system
b4125,GO:0004673,protein histidine kinase activity
b4125,GO:0004871,signal transducer activity
b4125,GO:0005515,protein binding
b4125,GO:0005886,plasma membrane
b4125,GO:0005887,integral component of plasma membrane
b4125,GO:0006355,"regulation of transcription, DNA-templated"
b4125,GO:0006468,protein phosphorylation
b4125,GO:0016021,integral component of membrane
b4125,GO:0042802,identical protein binding
b4125,GO:0051260,protein homooligomerization
b4128,GO:0004521,endoribonuclease activity
b4129,GO:0000166,nucleotide binding
b4129,GO:0000287,magnesium ion binding
b4129,GO:0004812,aminoacyl-tRNA ligase activity
b4129,GO:0004824,lysine-tRNA ligase activity
b4129,GO:0005524,ATP binding
b4129,GO:0005829,cytosol
b4129,GO:0006412,translation
b4129,GO:0006418,tRNA aminoacylation for protein translation
b4129,GO:0006430,lysyl-tRNA aminoacylation
b4129,GO:0016020,membrane
b4129,GO:0016874,ligase activity
b4130,GO:0005886,plasma membrane
b4130,GO:0005887,integral component of plasma membrane
b4130,GO:0015078,hydrogen ion transmembrane transporter activity
b4130,GO:0015333,peptide:proton symporter activity
b4130,GO:0035442,dipeptide transmembrane transport
b4130,GO:0035443,tripeptide transmembrane transport
b4130,GO:0042937,tripeptide transporter activity
b4130,GO:0071916,dipeptide transmembrane transporter activity
b4130,GO:1902600,hydrogen ion transmembrane transport
b4131,GO:0005515,protein binding
b4131,GO:0006554,lysine catabolic process
b4131,GO:0008923,lysine decarboxylase activity
b4131,GO:0042802,identical protein binding
b4131,GO:0097216,guanosine tetraphosphate binding
b4132,GO:0005886,plasma membrane
b4132,GO:0005887,integral component of plasma membrane
b4132,GO:0015295,solute:proton symporter activity
b4132,GO:0015297,antiporter activity
b4132,GO:0015839,cadaverine transport
b4132,GO:0016020,membrane
b4132,GO:0043872,lysine:cadaverine antiporter activity
b4132,GO:1903401,L-lysine transmembrane transport
b4132,GO:1990451,cellular stress response to acidic pH
b4133,GO:0005515,protein binding
b4133,GO:0005886,plasma membrane
b4133,GO:0045893,"positive regulation of transcription, DNA-templated"
b4135,GO:0000976,transcription regulatory region sequence-specific DNA binding
b4135,GO:0003700,DNA binding transcription factor activity
b4135,GO:0005829,cytosol
b4136,GO:0005887,integral component of plasma membrane
b4136,GO:0009898,cytoplasmic side of plasma membrane
b4136,GO:0015035,protein disulfide oxidoreductase activity
b4136,GO:0016021,integral component of membrane
b4136,GO:0016491,oxidoreductase activity
b4136,GO:0017004,cytochrome complex assembly
b4136,GO:0042493,response to drug
b4136,GO:0045454,cell redox homeostasis
b4136,GO:0055114,oxidation-reduction process
b4136,GO:0071502,cellular response to temperature stimulus
b4137,GO:0005507,copper ion binding
b4137,GO:0046688,response to copper ion
b4137,GO:0046872,metal ion binding
b4137,GO:0051260,protein homooligomerization
b4138,GO:0005469,succinate:fumarate antiporter activity
b4138,GO:0005886,plasma membrane
b4138,GO:0005887,integral component of plasma membrane
b4138,GO:0009061,anaerobic respiration
b4138,GO:0015556,C4-dicarboxylate transmembrane transporter activity
b4138,GO:0015740,C4-dicarboxylate transport
b4138,GO:0016021,integral component of membrane
b4139,GO:0005515,protein binding
b4139,GO:0005829,cytosol
b4139,GO:0006099,tricarboxylic acid cycle
b4139,GO:0006531,aspartate metabolic process
b4139,GO:0008652,cellular amino acid biosynthetic process
b4139,GO:0008797,aspartate ammonia-lyase activity
b4139,GO:0016020,membrane
b4140,GO:0005886,plasma membrane
b4140,GO:0016021,integral component of membrane
b4141,GO:0000102,L-methionine secondary active transmembrane transporter activity
b4141,GO:0005294,neutral L-amino acid secondary active transmembrane transporter activity
b4141,GO:0005886,plasma membrane
b4141,GO:0005887,integral component of plasma membrane
b4141,GO:0015179,L-amino acid transmembrane transporter activity
b4141,GO:0015297,antiporter activity
b4141,GO:0015820,leucine transport
b4141,GO:0015821,methionine transport
b4141,GO:0071230,cellular response to amino acid stimulus
b4141,GO:1903714,isoleucine transmembrane transport
b4141,GO:1903785,L-valine transmembrane transport
b4142,GO:0005515,protein binding
b4142,GO:0005829,cytosol
b4142,GO:0006457,protein folding
b4142,GO:0006986,response to unfolded protein
b4142,GO:0009408,response to heat
b4142,GO:0019068,virion assembly
b4142,GO:0042802,identical protein binding
b4142,GO:0046872,metal ion binding
b4142,GO:0051082,unfolded protein binding
b4142,GO:0051085,chaperone cofactor-dependent protein refolding
b4142,GO:0051087,chaperone binding
b4142,GO:1990220,GroEL-GroES complex
b4143,GO:0000287,magnesium ion binding
b4143,GO:0005515,protein binding
b4143,GO:0005524,ATP binding
b4143,GO:0005829,cytosol
b4143,GO:0006457,protein folding
b4143,GO:0009314,response to radiation
b4143,GO:0009408,response to heat
b4143,GO:0016020,membrane
b4143,GO:0016887,ATPase activity
b4143,GO:0019068,virion assembly
b4143,GO:0042802,identical protein binding
b4143,GO:0044183,protein binding involved in protein folding
b4143,GO:0051082,unfolded protein binding
b4143,GO:0051085,chaperone cofactor-dependent protein refolding
b4143,GO:1990220,GroEL-GroES complex
b4144,GO:0006974,cellular response to DNA damage stimulus
b4146,GO:0016869,"intramolecular transferase activity, transferring amino groups"
b4146,GO:0043687,post-translational protein modification
b4146,GO:0051539,"4 iron, 4 sulfur cluster binding"
b4147,GO:0003746,translation elongation factor activity
b4147,GO:0005737,cytoplasm
b4147,GO:0005829,cytosol
b4147,GO:0006414,translational elongation
b4147,GO:0043022,ribosome binding
b4147,GO:0072344,rescue of stalled ribosome
b4147,GO:2001125,negative regulation of translational frameshifting
b4148,GO:0005886,plasma membrane
b4148,GO:0005887,integral component of plasma membrane
b4148,GO:0046618,drug export
b4148,GO:0055085,transmembrane transport
b4149,GO:0006974,cellular response to DNA damage stimulus
b4150,GO:0008800,beta-lactamase activity
b4151,GO:0000104,succinate dehydrogenase activity
b4151,GO:0005886,plasma membrane
b4151,GO:0005887,integral component of plasma membrane
b4151,GO:0006113,fermentation
b4151,GO:0008177,succinate dehydrogenase (ubiquinone) activity
b4151,GO:0009061,anaerobic respiration
b4151,GO:0045284,plasma membrane fumarate reductase complex
b4152,GO:0000104,succinate dehydrogenase activity
b4152,GO:0005886,plasma membrane
b4152,GO:0006113,fermentation
b4152,GO:0008177,succinate dehydrogenase (ubiquinone) activity
b4152,GO:0009061,anaerobic respiration
b4152,GO:0044780,bacterial-type flagellum assembly
b4152,GO:0045284,plasma membrane fumarate reductase complex
b4152,GO:0071973,bacterial-type flagellum-dependent cell motility
b4153,GO:0000104,succinate dehydrogenase activity
b4153,GO:0005515,protein binding
b4153,GO:0005829,cytosol
b4153,GO:0006113,fermentation
b4153,GO:0009055,electron transfer activity
b4153,GO:0009061,anaerobic respiration
b4153,GO:0016020,membrane
b4153,GO:0044780,bacterial-type flagellum assembly
b4153,GO:0045284,plasma membrane fumarate reductase complex
b4153,GO:0051536,iron-sulfur cluster binding
b4153,GO:0051537,"2 iron, 2 sulfur cluster binding"
b4153,GO:0051538,"3 iron, 4 sulfur cluster binding"
b4153,GO:0051539,"4 iron, 4 sulfur cluster binding"
b4153,GO:0071973,bacterial-type flagellum-dependent cell motility
b4154,GO:0000104,succinate dehydrogenase activity
b4154,GO:0005515,protein binding
b4154,GO:0005829,cytosol
b4154,GO:0006113,fermentation
b4154,GO:0006974,cellular response to DNA damage stimulus
b4154,GO:0009055,electron transfer activity
b4154,GO:0009061,anaerobic respiration
b4154,GO:0016020,membrane
b4154,GO:0044780,bacterial-type flagellum assembly
b4154,GO:0045284,plasma membrane fumarate reductase complex
b4154,GO:0071949,FAD binding
b4154,GO:0071973,bacterial-type flagellum-dependent cell motility
b4155,GO:0000166,nucleotide binding
b4155,GO:0004812,aminoacyl-tRNA ligase activity
b4155,GO:0005524,ATP binding
b4155,GO:0005829,cytosol
b4155,GO:0006418,tRNA aminoacylation for protein translation
b4155,GO:0043687,post-translational protein modification
b4155,GO:0052868,protein-lysine lysyltransferase activity
b4155,GO:0071915,protein-lysine lysylation
b4155,GO:0072581,protein-N6-(L-lysyl)-L-lysine modification to protein-N6-(beta-lysyl)-L-lysine
b4156,GO:0005886,plasma membrane
b4158,GO:0005886,plasma membrane
b4159,GO:0005887,integral component of plasma membrane
b4159,GO:0071470,cellular response to osmotic stress
b4160,GO:0004609,phosphatidylserine decarboxylase activity
b4160,GO:0008654,phospholipid biosynthetic process
b4161,GO:0003723,RNA binding
b4161,GO:0003924,GTPase activity
b4161,GO:0005515,protein binding
b4161,GO:0005737,cytoplasm
b4161,GO:0005829,cytosol
b4161,GO:0019003,GDP binding
b4161,GO:0019843,rRNA binding
b4161,GO:0042254,ribosome biogenesis
b4161,GO:0042274,ribosomal small subunit biogenesis
b4162,GO:0000175,3'-5'-exoribonuclease activity
b4162,GO:0005829,cytosol
b4162,GO:0006401,RNA catabolic process
b4162,GO:0008310,single-stranded DNA 3'-5' exodeoxyribonuclease activity
b4162,GO:0034611,oligoribonucleotidase activity
b4166,GO:0008616,queuosine biosynthetic process
b4166,GO:0052693,epoxyqueuosine reductase activity
b4167,GO:0052855,ADP-dependent NAD(P)H-hydrate dehydratase activity
b4167,GO:0052856,NADHX epimerase activity
b4167,GO:0052857,NADPHX epimerase activity
b4168,GO:0002949,tRNA threonylcarbamoyladenosine modification
b4168,GO:0005515,protein binding
b4168,GO:0016887,ATPase activity
b4168,GO:0042802,identical protein binding
b4168,GO:0043531,ADP binding
b4169,GO:0008745,N-acetylmuramoyl-L-alanine amidase activity
b4169,GO:0030288,outer membrane-bounded periplasmic space
b4169,GO:0043093,FtsZ-dependent cytokinesis
b4169,GO:0051301,cell division
b4170,GO:0000018,regulation of DNA recombination
b4170,GO:0003677,DNA binding
b4170,GO:0003697,single-stranded DNA binding
b4170,GO:0005515,protein binding
b4170,GO:0005524,ATP binding
b4170,GO:0006298,mismatch repair
b4170,GO:0016887,ATPase activity
b4170,GO:0032300,mismatch repair complex
b4170,GO:0042802,identical protein binding
b4171,GO:0006400,tRNA modification
b4171,GO:0034605,cellular response to heat
b4171,GO:0052381,tRNA dimethylallyltransferase activity
b4171,GO:1990497,regulation of cytoplasmic translation in response to stress
b4172,GO:0003681,bent DNA binding
b4172,GO:0003723,RNA binding
b4172,GO:0005515,protein binding
b4172,GO:0005829,cytosol
b4172,GO:0040033,"negative regulation of translation, ncRNA-mediated"
b4172,GO:0045975,"positive regulation of translation, ncRNA-mediated"
b4173,GO:0003924,GTPase activity
b4173,GO:0005524,ATP binding
b4173,GO:0005525,GTP binding
b4173,GO:0005737,cytoplasm
b4173,GO:0005829,cytosol
b4173,GO:0009408,response to heat
b4173,GO:0016887,ATPase activity
b4173,GO:0019042,viral latency
b4173,GO:0019843,rRNA binding
b4173,GO:0032790,ribosome disassembly
b4173,GO:0036289,peptidyl-serine autophosphorylation
b4173,GO:0043022,ribosome binding
b4173,GO:0043023,ribosomal large subunit binding
b4173,GO:0072344,rescue of stalled ribosome
b4174,GO:0005515,protein binding
b4174,GO:0005829,cytosol
b4174,GO:0009408,response to heat
b4174,GO:0043086,negative regulation of catalytic activity
b4174,GO:0071575,integral component of external side of plasma membrane
b4174,GO:0098796,membrane protein complex
b4175,GO:0009408,response to heat
b4175,GO:0043086,negative regulation of catalytic activity
b4175,GO:0071575,integral component of external side of plasma membrane
b4175,GO:0098796,membrane protein complex
b4177,GO:0004019,adenylosuccinate synthase activity
b4177,GO:0005515,protein binding
b4177,GO:0005829,cytosol
b4177,GO:0006164,purine nucleotide biosynthetic process
b4177,GO:0006974,cellular response to DNA damage stimulus
b4177,GO:0015949,nucleobase-containing small molecule interconversion
b4177,GO:0016020,membrane
b4177,GO:0044208,'de novo' AMP biosynthetic process
b4177,GO:0046040,IMP metabolic process
b4177,GO:0046086,adenosine biosynthetic process
b4178,GO:0006355,"regulation of transcription, DNA-templated"
b4178,GO:0070026,nitric oxide binding
b4179,GO:0000175,3'-5'-exoribonuclease activity
b4179,GO:0004540,ribonuclease activity
b4179,GO:0005515,protein binding
b4179,GO:0005829,cytosol
b4179,GO:0006402,mRNA catabolic process
b4179,GO:0008997,ribonuclease R activity
b4179,GO:0009409,response to cold
b4179,GO:0016896,"exoribonuclease activity, producing 5'-phosphomonoesters"
b4179,GO:0034458,3'-5' RNA helicase activity
b4179,GO:0034470,ncRNA processing
b4180,GO:0000453,enzyme-directed rRNA 2'-O-methylation
b4180,GO:0005829,cytosol
b4180,GO:0070039,rRNA (guanosine-2'-O-)-methyltransferase activity
b4182,GO:0005829,cytosol
b4182,GO:0042802,identical protein binding
b4184,GO:0005886,plasma membrane
b4187,GO:0003677,DNA binding
b4187,GO:0005515,protein binding
b4187,GO:0006974,cellular response to DNA damage stimulus
b4187,GO:0008470,isovaleryl-CoA dehydrogenase activity
b4187,GO:0043565,sequence-specific DNA binding
b4187,GO:0045892,"negative regulation of transcription, DNA-templated"
b4189,GO:0001101,response to acid chemical
b4189,GO:0006974,cellular response to DNA damage stimulus
b4189,GO:0042542,response to hydrogen peroxide
b4189,GO:0044010,single-species biofilm formation
