locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,in_iM,in_sg_iM,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,p1k_ctrl_log_tpm,p1k_log_tpm_med,p1k_log_tpm_med_abs_dev
b4218,ytfL,ytfL,putative inner membrane protein,Inorganic ion transport and metabolism,"YddM,ppGpp",P0AE45,4439872,4441215,-,False,False,False,False,False,False,True,True,False,True,False,8.0,,5.286272406,5.441228589,0.3952226619999992
b4219,msrA,msrA;pms,methionine sulfoxide reductase A,"Post-translational modification, protein turnover,and chaperones","Fis,ppGpp,Nac",P0A744,4441538,4442176,-,False,False,False,False,True,True,True,True,False,False,True,681.0,561.0,7.291853214,7.174706907000001,0.5204815640000016
b4220,tamA,tamA;yftM;ytfM,translocation and assembly module subunit TamA,Cell wall/membrane/envelope biogenesis,YidZ,P0ADE4,4442382,4444115,+,False,False,False,False,False,False,False,True,False,False,False,,,6.309764791499999,6.015793287,0.2822198519999999
b4221,tamB,tamB;ytfN;ytfO,translocation and assembly module subunit TamB,Function unknown,,P39321,4444112,4447891,+,False,False,False,False,False,False,False,True,False,False,False,,,5.7018229615000005,5.654945347000001,0.2532043400000008
b4222,ytfP,ytfP,gamma-glutamylamine cyclotransferase family protein YtfP,Function unknown,"YddM,Nac",P0AE48,4447894,4448235,+,True,False,False,False,False,False,False,True,False,True,True,721.5,259.0,8.243746623,8.484833852000001,0.45558864300000224
b4223,yzfA,,putative YjfA,No COG annotation,,UPI000011DD54,4447976,4448245,-,True,True,False,False,False,False,False,False,False,True,False,,,2.23579742,2.285477950329939,0.6214053133299389
b4224,chpS,chpS;chpBI;yjfB,ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system,Transcription,"RpoD,Nac",P08365,4448447,4448698,+,True,False,True,False,False,False,False,True,False,False,False,,,4.8322640405,4.951314692,0.5698317476599613
b4225,chpB,chpB;chpBK;yjfE,endoribonuclease toxin ChpB,Signal transduction mechanisms,RpoD,P33647,4448692,4449042,+,True,False,False,False,False,False,False,True,False,False,False,80.0,,4.841593508500001,4.61988086,0.42327669099999987
b4226,ppa,ppa,inorganic pyrophosphatase,Energy production and conversion,"YcjW,YfeC",P0A7A9,4449122,4449652,-,True,False,True,False,True,True,True,True,False,False,True,7828.5,6184.0,11.151464765,10.807145400078747,0.2936922299212519
b4227,ytfQ,ytfQ,galactofuranose ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,AraC,P39325,4449962,4450918,+,False,False,False,False,True,True,True,True,False,False,False,485.0,,4.1004016514999995,4.215332110063969,0.5435669230639686
b4485,ytfR,ytfR;ytfS,galactofuranose ABC transporter putative ATP binding subunit,Inorganic ion transport and metabolism,AraC,Q6BEX0,4451058,4452560,+,False,False,False,False,True,True,True,True,False,True,False,1.0,,3.15054599,2.812785405,0.49054360799999985
b4230,ytfT,ytfT,galactofuranose ABC transporter putative membrane subunit YtfT,Carbohydrate transport and metabolism,AraC,P39328,4452571,4453596,+,False,False,False,False,True,True,True,True,False,True,False,,,1.680895813,2.092357172,0.41880864799999973
b4231,yjfF,yjfF,galactofuranose ABC transporter putative membrane subunit YjtF,Carbohydrate transport and metabolism,AraC,P37772,4453583,4454578,+,False,False,False,False,True,True,True,True,False,True,False,,,2.64968076,2.87784339,0.4110469820000002
b4232,fbp,fbp;fdp,fructose-1%2C6-bisphosphatase 1,Carbohydrate transport and metabolism,,P0A993,4454611,4455609,-,True,False,False,False,True,True,True,True,False,False,True,1145.0,1094.0,8.3585663655,7.8158513252766415,0.4244005757233591
b4233,mpl,mpl;yjfG,UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2%2C6-diaminoheptanedioate ligase,Cell wall/membrane/envelope biogenesis,"RpoD,YcjW,RpoS,Crp,Cra",P37773,4455785,4457158,+,False,False,False,False,True,True,True,True,False,False,True,248.5,475.0,7.255190335,7.177763305854403,0.2326011451455976
b4234,yjgA,yjgA,DUF615 domain-containing protein YjgA,Function unknown,,P0A8X0,4457314,4457865,-,False,False,False,False,False,False,True,True,False,True,True,158.0,122.0,7.500053143000001,7.57049767,0.2870513879999992
b4235,pmbA,pmbA;tldE,metalloprotease PmbA,Function unknown,,P0AFK0,4457959,4459311,+,False,False,False,False,False,False,True,True,False,True,True,892.0,819.0,6.856431885999999,6.7706210151682615,0.34008298916826174
b4237,nrdG,nrdG;yjgE,anaerobic ribonucleoside-triphosphate reductase activating protein,"Post-translational modification, protein turnover,and chaperones","RpoD,NrdR,H-NS,Fnr,Nac",P0A9N8,4459900,4460364,-,True,False,False,False,True,True,True,True,False,False,False,,,3.4426166965,3.775516350527452,0.7668598955982895
b4238,nrdD,nrdD,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,"RpoD,NrdR,H-NS,Fnr",P28903,4460522,4462660,-,True,False,False,True,True,True,True,True,False,False,False,31.0,,4.4196158755,5.1478615716199645,1.1138518353800357
b4239,treC,treC;olgH,trehalose-6-phosphate hydrolase,Carbohydrate transport and metabolism,"RpoD,YddM,Crp,ArcA,TreR",P28904,4463054,4464709,-,True,False,False,False,True,True,True,True,False,False,False,10.5,,2.6581402285,2.40560804,0.5401946259999999
b4240,treB,treB,trehalose-specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,"RpoD,YbiH,Crp,ArcA,TreR",P36672,4464759,4466180,-,True,False,False,False,True,True,True,True,False,False,False,22.5,,2.6663365345,2.911190494,0.5305755561086452
b4241,treR,treR,DNA-binding transcriptional repressor TreR,Transcription,"RpoD,YdhB,YqhC,YhjC,YedW,PhoP",P36673,4466299,4467246,-,True,False,False,False,False,False,True,True,False,False,False,6.0,,5.2573175095,4.857182861,0.41688466400000035
b4702,mgtL,mgtL,leader peptide MgtL,No COG annotation,,E2JKY7,4467431,4467484,+,False,False,False,False,False,False,False,True,False,True,False,,,,,
b4242,mgtA,mgtA;corB;mgt,Mg(2(+)) importing P-type ATPase,Inorganic ion transport and metabolism,"RpoD,YiaU,ppGpp,PhoP",P0ABB8,4467625,4470321,+,True,False,False,False,True,True,True,True,False,False,True,67.0,434.0,4.8228859285,5.257407313,0.6561542299999994
b4243,ridA,ridA;yjgF,enamine/imine deaminase%2C redox regulated chaperone,"Translation, ribosomal structure and biogenesis",Lrp,P0AF93,4470527,4470913,-,True,False,False,False,False,False,True,True,False,False,False,,,11.693410159999999,9.287766824,0.7396282577674071
b4244,pyrI,pyrI,aspartate carbamoyltransferase%2C PyrI subunit,Nucleotide transport and metabolism,"Lrp,ppGpp,UTP",P0A7F3,4470986,4471447,-,True,False,False,False,True,True,True,True,False,False,True,15966.0,1130.0,11.609862960000001,7.789633627000001,1.8141252459999997
b4245,pyrB,pyrB,aspartate carbamoyltransferase catalytic subunit,Nucleotide transport and metabolism,"Nac,ppGpp,UTP",P0A786,4471460,4472395,-,True,False,False,False,True,True,True,True,False,False,True,8859.0,1707.0,11.835096244999999,7.793391144,1.9192746864567178
b4246,pyrL,pyrL,pyrBI operon leader peptide,Nucleotide transport and metabolism,"ArgR,Nac,ppGpp,UTP",P0AD83,4472399,4472533,-,True,True,False,False,False,False,True,True,False,False,False,,,8.4451083545,5.305801746,0.9701678660000006
b4248,yjgH,yjgH,RutC family protein YjgH,"Translation, ribosomal structure and biogenesis","ppGpp,Nac",P39332,4472814,4473209,-,True,False,False,False,False,False,True,True,False,True,False,,,5.7502779835,4.463809222,0.8673070802603124
b4249,bdcA,bdcA;yjgI,c-di-GMP-binding biofilm dispersal mediator protein,Lipid transport and metabolism,"RpoD,NsrR,GlaR",P39333,4473340,4474053,-,False,False,False,False,False,False,True,True,False,False,False,,,2.847142218,2.715940535,0.2731614484343421
b4251,bdcR,bdcR;yjgJ,putative transcriptional regulator BdcR,Transcription,GlaR,P39334,4474124,4474717,+,False,False,False,False,False,False,True,True,False,True,False,,,4.517512484,4.919677173999999,0.2858238659999994
b4252,tabA,tabA;yjgK,DUF386 domain-containing toxin-antitoxin biofilm protein TabA,Carbohydrate transport and metabolism,ppGpp,P0AF96,4474862,4475314,+,True,False,False,False,False,False,True,True,False,True,True,15627.0,595.0,6.9180262535,6.9879869810000015,0.6035520740000013
b4253,yjgL,yjgL,protein YjgL,No COG annotation,ppGpp,P39336,4475437,4477251,+,True,False,False,False,False,False,True,True,False,True,False,,,2.9647018350000005,3.274492167,0.8040470510000004
b4254,argI,argI,ornithine carbamoyltransferase ArgI,Amino acid transport and metabolism,"RpoD,ArgR,ppGpp,DksA",P04391,4477307,4478311,-,True,False,False,False,True,True,True,True,False,False,True,370.0,882.0,8.4255997025,6.930167066171577,0.9414225028284235
b4255,rraB,rraB;yjgD,ribonuclease E inhibitor protein B,Function unknown,RpoD,P0AF90,4478473,4478889,+,False,False,False,False,False,False,True,True,False,False,False,1922.5,,9.834881708,9.303743144,0.35522843799999926
b4256,yjgM,yjgM,putative acetyltransferase YjgM,Transcription,Nac,P39337,4479034,4479537,-,False,False,False,False,False,False,True,True,False,True,True,92.0,123.0,5.9806328735,6.054920052000001,0.5068379136881758
b4257,yjgN,yjgN,conserved inner membrane protein YjgN,Function unknown,Nac,P39338,4479730,4480926,+,False,False,False,False,False,False,True,True,False,True,False,,,1.057081384,1.39013245,0.4870939510000001
b4258,valS,valS,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis","RpoD,YidZ,RpoH",P07118,4480982,4483837,-,False,False,True,True,False,True,True,True,False,False,True,1048.0,2108.0,8.629860794999999,8.38539113345125,0.29468505154875047
b4259,holC,holC,DNA polymerase III subunit chi,"Replication, recombination and repair",RpoH,P28905,4483837,4484280,-,False,False,False,False,False,False,True,True,False,False,False,1.5,,7.788357553,7.008368067999999,0.4281652919999992
b4260,pepA,pepA;carP;xerB,aminopeptidase A/I,Amino acid transport and metabolism,"RpoD,YeiE,PepA",P68767,4484440,4485951,-,False,False,False,False,True,True,True,True,False,False,True,1110.0,1001.0,8.4885767195,8.117714594,0.28053293899999865
b4261,lptF,lptF;yjgP,lipopolysaccharide transport system protein LptF,Function unknown,,P0AF98,4486218,4487318,+,True,False,True,True,True,True,True,True,False,False,True,83.5,206.0,5.8286648375,6.379177216,0.51030044
b4262,lptG,lptG;yjgQ,lipopolysaccharide transport system protein LptG,Function unknown,,P0ADC6,4487318,4488400,+,False,False,True,True,True,True,True,True,False,False,True,90.5,259.0,6.231759520500001,6.4558253389529465,0.2527282709529466
b4263,yjgR,yjgR,DUF853 domain-containing protein YjgR,Function unknown,ppGpp,P39342,4488561,4490063,-,False,False,False,False,False,False,True,True,False,True,False,190.5,,5.2365155135000006,5.088919196,0.6028539540000004
b4264,idnR,idnR;yjgS,DNA-binding transcriptional dual regulator IdnR,Transcription,"RpoD,GntR,IdnR,Crp",P39343,4490141,4491139,-,True,False,False,False,False,False,True,True,False,False,False,,,5.3422307895,4.8641561410000005,0.43191851705841877
b4265,idnT,idnT;gntW;yjgT,L-idonate/5-ketogluconate/gluconate transporter,Inorganic ion transport and metabolism,"GntR,IdnR,Crp",P39344,4491206,4492525,-,True,False,False,False,True,True,True,True,False,False,False,,,3.3946232195,3.389070474,0.38811772499999986
b4266,idnO,idnO;yjgU,5-keto-D-gluconate 5-reductase,Lipid transport and metabolism,"GntR,IdnR,Crp",P0A9P9,4492587,4493351,-,True,False,False,False,True,True,True,True,False,False,False,,,2.3692422455,2.557389117,0.754864134
b4267,idnD,idnD;yjgV,L-idonate 5-dehydrogenase,Amino acid transport and metabolism,"GntR,IdnR,Crp,GlaR",P39346,4493375,4494406,-,True,False,False,False,True,True,True,True,False,False,False,,,2.175403818,2.1882192267283123,0.8749411482716876
b4268,idnK,idnK;gntV,D-gluconate kinase%2C thermosensitive,Nucleotide transport and metabolism,"RpoD,GntR,IdnR,Crp,GlaR",P39208,4494623,4495186,+,True,False,False,False,True,True,True,True,False,False,False,,,2.574838192,2.451310361,0.623354449
b4269,ahr,ahr;yjgB,aldehyde reductase%2C NADPH-dependent,Energy production and conversion,,P27250,4495190,4496209,-,True,False,False,False,True,False,True,True,False,False,False,,,5.631333478499999,5.004728398999999,0.9090859589999996
b4271,intB,intB,KpLE2 phage-like element%3B putative integrase,"Replication, recombination and repair",,,4496750,4497940,+,True,False,False,False,False,False,False,False,True,False,False,,,5.0894308509999995,5.267291038,0.3993556070000004
b4272,insC-6,insC6,KpLE2 phage-like element%3B IS2 insertion element repressor InsA,"Replication, recombination and repair",,P0CF40,4498272,4498637,+,True,False,False,False,False,False,False,False,False,False,False,,,1.8211677265,1.951323471,0.8531320444538459
b4273,insD-6,insD6,KpLE2 phage-like element%3B IS2 insertion element protein InsB,"Replication, recombination and repair",,P0CF53,4498595,4499500,+,True,False,False,False,False,False,False,False,False,False,False,,,1.700092826,1.193260397,0.423626309
b4575,yjgX,yjgX,KpLE2 phage-like element%3B putative phosphoethanolamine transferase YjgX%2C N-terminal fragment,Function unknown,,,4499593,4500791,-,False,False,False,False,False,False,False,False,True,True,False,,,3.9355228765000003,4.405093753,0.6249403880847124
b4277,yjgZ,yjgZ,KpLE2 phage-like element%3B uncharacterized protein YjgZ,Function unknown,,P39351,4501260,4501589,+,True,False,False,False,False,False,False,False,False,True,False,,,1.0071068975,0.649918485,0.5976317599428186
b4278,insG,insG,KpLE2 phage-like element%3B IS4 putative transposase,"Replication, recombination and repair",,P03835,4502103,4503431,-,False,False,False,False,False,False,False,False,False,False,False,,,4.626739747,4.3486856289999976,0.35720710799999766
b4279,yjhB,yjhB,putative sialic acid transporter,Inorganic ion transport and metabolism,"RpoH,NanR,NanR,RpoH",P39352,4504058,4505275,+,True,False,False,False,False,False,False,False,False,True,False,,,3.004206825,3.35998653360415,0.6511901076041497
b4280,yjhC,yjhC,KpLE2 phage-like element%3B putative oxidoreductase YjhC,Function unknown,"RpoD,RpoH,NanR,NanR,RpoH,RpoD",P39353,4505287,4506405,+,True,False,False,False,False,False,False,False,False,True,False,,,4.1062469515,4.326023087,0.6055001210000004
b4655,ythA,ythA,KpLE2 phage-like element%3B uncharacterized protein YthA,No COG annotation,,A8DYQ1,4506448,4506573,+,True,True,False,False,False,False,False,False,False,True,False,,,1.398050273,1.047652852,1.047652852
b4281,yjhD,yjhD,KpLE2 phage-like element%3B surface adhesin E-like protein,Function unknown,,,4506626,4506856,-,False,False,False,False,False,False,False,False,True,False,False,,,3.5796252645,3.708876847,0.6300588569999999
b4282,yjhE,yjhE,KpLE2 phage-like element%3B putative membrane protein (pseudogene),Carbohydrate transport and metabolism,,,4506861,4507109,+,True,True,False,False,False,False,False,False,True,False,False,,,2.4761545490000003,1.982801923,0.682125061
b4623,insO,,KpLE2 phage-like element%3B IS911B regulator fragment,"Replication, recombination and repair",,,4507197,4507451,+,False,False,False,False,False,False,False,False,True,False,False,,,3.4581072285,3.495807902,0.376148964
b4284,insI-3,insI4,KpLE2 phage-like element%3B IS30 transposase,"Replication, recombination and repair",,P0CF89,4507466,4508617,-,True,False,False,False,False,False,False,False,False,False,False,,,6.128223322,5.969074208421848,0.3352495755781524
b4286,yjhV,yjhV,KpLE2 phage-like element%3B putative uncharacterized protein YjhV,Function unknown,YdhB,,4509804,4510133,+,True,False,False,False,False,False,True,False,True,False,False,,,1.2057371909999999,1.792334285,0.45584194199999994
b4287,fecE,fecE,ferric citrate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15031,4510690,4511457,-,True,False,False,False,True,True,True,False,False,False,False,,,4.1705071855,3.831340878,0.47269193800000053
b4288,fecD,fecD,ferric citrate ABC transporter membrane subunit FecD,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15029,4511458,4512414,-,True,False,False,False,True,True,True,False,False,False,False,,,3.435146919,2.577278124,0.4897271441804283
b4289,fecC,fecC,ferric citrate ABC transporter membrane subunit FecC,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15030,4512411,4513409,-,True,False,False,False,True,True,True,False,False,False,False,,,2.7289466995,2.400781582,0.5467481040000002
b4290,fecB,fecB,ferric citrate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15028,4513406,4514308,-,True,False,False,False,True,True,True,False,False,False,False,,,4.488454869,3.79988185,0.5809188949999999
b4291,fecA,fecA,ferric citrate outer membrane transporter,Inorganic ion transport and metabolism,"PdhR,omrA,omrB,YfeD,HypT,Nac,Crp,Fur,FecI",P13036,4514353,4516677,-,True,False,False,False,True,True,True,False,False,False,False,3.5,,4.1294251965,3.606226361,0.6991534350000004
b4292,fecR,fecR,regulator for fec operon%2C periplasmic,Inorganic ion transport and metabolism,"RpoD,SlyA,Fur",P23485,4516764,4517717,-,True,False,False,False,False,False,True,False,False,False,False,,,5.7177316715,4.893513537,0.9640963620000003
b4293,fecI,fecI,RNA polymerase sigma factor FecI,Transcription,"RpoD,SlyA,Fur",P23484,4517714,4518235,-,True,False,False,False,False,True,True,False,False,False,False,,,6.967691671000001,5.993212772000001,0.9669811949999998
b4294,insA-7,insA7,KpLE2 phage-like element%3B IS1 repressor protein InsA,"Replication, recombination and repair",ppGpp,P19767,4518527,4518802,+,True,False,False,False,False,False,False,False,False,False,False,,,4.944500489999999,5.544186035,0.44140349999999984
b4295,yjhU,yjhU,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator YjhU,Transcription,"YciT,YdcN",P39356,4519338,4520324,-,True,False,False,False,False,False,False,False,False,True,True,12.0,186.0,6.911611285999999,6.815272192999999,0.23714632500000032
b4296,yjhF,yjhF,KpLE2 phage-like element%3B putative transporter YjhF,Inorganic ion transport and metabolism,"YdcR,YfeD",P39357,4520671,4522020,-,True,False,False,False,False,False,False,False,False,True,False,,,1.5011763035,1.703923792,0.4222147479999998
